_Area,_Location,_Class,_Name,_19Jan,_19Feb,_19Mar,_19Apr,_19May,_19Jun,_19Jul,_19Aug,_19Sep,_19Oct,_19Nov,_19Dec,_20Jan,_20Feb,_20Mar,_20Apr,_20May,_20Jun,_20Jul,_20Aug,_20Sep,_20Oct,_20Nov,_20Dec,_21Jan,_21Feb,_21Mar,_21Apr,_21May,_21Jun,_21Jul,_21Aug,_21Sep,_21Oct,_21Nov,_21Dec,_22Jan,_22Feb,_22Mar,_22Apr,_22May,_22Jun,_22Jul,_22Aug,_22Sep,_22Oct,_22Nov,_22Dec,_23Jan,_23Feb,_23Mar,_23Apr,_23May,_23Jun,_23Jul,_23Aug,_23Sep,_23Oct,_23Nov,_23Dec,_19Total,_20Total,_21Total,_22Total,_23Total,_Total,_20Rate,_21Rate,_22Rate,_23Rate,_before,_after,_rate
Northern,New Taipei City,Others,淡水紅毛城,76729,83170,74645,74379,62945,52905,53861,60033,49793,83162,75215,81288,78656,31972,8639,0,8953,14699,16060,17512,14026,29290,29882,22452,24169,25534,19565,26007,6541,0,131,1825,2355,11936,26213,23537,14529,16922,18246,13358,6296,9214,18146,15693,14266,19581,30303,30004,41318,44299,40149,59702,41974,33562,35530,33570,39114,52896,60442,63966,828125,272141,167813,206558,546522,2021159,-67.14,-38.34,23.09,164.59,1195541,817121,-0.3165261584504421
Northern,Yilan County,National Scenic Areas,大里外澳遊憩區,77610,181608,117850,136990,126497,169466,180019,159721,124949,147862,455357,103158,139478,97702,62011,49810,49868,153632,185877,168998,139611,148363,409651,84852,60794,97865,71305,124821,43791,500,4118,22466,75316,130099,190799,101840,85464,96998,90174,88211,40420,61832,122382,142811,120983,117855,246444,107030,137016,107976,104559,135533,127719,143044,143995,129812,127391,174976,297262,118889,1981087,1689853,923714,1320604,1748172,7663430,-14.7,-45.34,42.97,32.38,4025725,3566830,-0.11399064764731819
Northern,New Taipei City,National Scenic Areas,觀音山,80120,65483,79927,86301,86733,97010,100265,91084,76488,94278,82218,90365,80650,67849,78182,86305,90000,96014,106301,88169,72236,87234,73000,70040,85907,71498,80024,91307,61112,11806,16445,47052,61949,68960,64753,54238,56008,64705,95138,106891,42867,98006,112423,105573,73326,78242,96543,54330,90366,91141,104210,107253,102520,119101,118901,94790,102048,110481,101960,92514,1030272,995980,715051,984052,1235285,4960640,-3.33,-28.21,37.62,25.53,2354988,2469237,0.048513622999352864
Northern,New Taipei City,Others,猴硐煤礦博物園區,88400,128600,70200,90600,83050,88550,89000,96500,67600,85000,73500,81900,88500,65700,21000,20000,36000,48100,49000,54000,51000,52000,48000,29000,37600,72000,44500,43000,20000,2900,7500,22000,40000,38000,31000,26800,35500,65500,46200,46500,39000,47000,67810,88000,123000,110000,90000,77000,78500,91500,87080,90897,92545,94375,95245,88990,99723,94823,90716,81471,1042900,562300,385300,835510,1085865,3911875,-46.08,-31.48,116.85,29.96,1802300,2057175,0.1414165233312989
Central,Nantou County,National Scenic Areas,車埕,93601,123628,110833,113979,78147,101633,107435,84279,107074,117613,115908,118749,111240,71339,54643,60236,60201,95353,89060,107379,101859,142713,116893,106185,115471,118377,105466,115984,47043,595,3677,15121,37629,75220,90135,98297,80484,87663,71113,49855,22326,28531,53363,52657,58558,76886,66434,77059,89777,72541,58679,76830,55432,55337,56206,47051,55064,73743,72961,81856,1272879,1117101,823015,724929,795477,4733401,-12.24,-26.33,-11.92,9.73,2845278,1821687,-0.35975078709356345
Central,Changhua County,Temples,鹿港龍山寺,94810,230750,173640,138890,150640,152480,203976,125310,168580,194526,145760,158960,815480,236250,137715,95070,109440,132210,117024,125880,95724,107196,163050,142720,133860,822662,149760,130875,35940,0,2822,3782,6418,13182,10296,10330,23142,32028,25671,14298,12930,11931,19866,11802,15837,28456,19972,24964,172711,53388,62349,42833,62294,82290,58090,88572,73780,58290,76910,56912,1938322,2277759,1319927,240897,888419,6665324,17.51,-42.05,-81.75,268.8,5453238,1169542,-0.785532558821016
Northern,Yilan County,Tourist Areas,清水地熱公園,95615,110466,85302,71622,62705,66703,72571,75399,59264,79806,40043,104186,106431,130084,78197,39496,40774,64622,75798,97044,66101,98159,86823,76699,111602,113205,91606,85346,26664,0,0,0,32455,62435,88988,114957,81201,101834,80843,67670,39082,53333,72112,58257,40968,50644,70763,91529,97829,92140,72118,92511,58110,59589,63297,69738,46152,73742,76189,89855,923682,960228,727258,808236,891270,4310674,3.96,-24.26,11.13,10.27,2285669,1998341,-0.12570849059947
Central,Nantou County,Others,清境農場,96069,140822,103609,102101,69933,95161,133219,101806,83626,118380,123630,128542,103628,86703,51273,38401,40787,78014,111686,119974,70479,103681,86968,76605,71949,101426,58527,62418,29131,0,18498,57414,60470,79352,82812,81831,62844,92438,62799,55108,19845,45031,104337,107426,58288,74211,73397,85775,99468,95350,79847,86630,53510,68970,82633,22371,35186,66635,81032,95846,1296898,968199,703828,841499,867478,4677902,-25.35,-27.31,19.56,3.09,2559417,2013442,-0.21332006468660636
Central,Nantou County,Forest Recreation Areas,溪頭自然教育園區,98746,101280,123878,135712,121009,151264,202561,139557,195241,185369,161793,129593,92091,93097,91118,81190,111620,180437,234411,189146,179940,175803,153345,128186,103691,87330,130477,147719,81988,0,9989,72945,127233,140169,147699,135629,83870,79494,117015,101027,53811,89887,179605,177151,157514,151151,142810,134323,87491,115020,127511,130825,139671,148849,171728,164521,117819,138005,141646,120427,1746003,1710384,1184869,1467658,1603513,7712427,-2.04,-30.72,23.87,9.26,3925604,3621901,-0.07736465522248297
Southern,Chiayi County,Forest Recreation Areas,阿里山國家森林遊樂區,99008,135638,215829,164040,84378,100453,122941,87437,66669,91963,94387,90533,76019,88589,122398,36342,28431,63872,107941,119242,78908,105039,82706,87493,52727,85471,141627,76268,21973,888,6197,23208,36487,55675,63951,74520,63472,71524,102551,77248,31503,47932,85717,87576,56963,70105,65726,81190,80885,84590,139777,112631,60761,72515,84121,54407,42676,71220,84691,97637,1353276,996980,638992,841507,985911,4816666,-26.33,-35.91,31.69,17.16,2706349,2058051,-0.23954707984816445
Northern,Taoyuan City,Municipallevel and Countylevel Scenic Area,石門水庫風景區,101234,107316,87980,103796,100780,164964,88092,87340,77924,123061,116244,135637,237802,259500,276000,298731,330829,265779,286097,275662,188262,320588,268768,192373,229841,266279,200364,179814,178754,97183,185361,258848,250392,283301,275740,290712,187776,208227,228124,360907,228993,487495,253985,227894,216181,263662,278566,224461,336901,228488,240894,303937,263927,262770,279562,222384,240136,273572,268380,253815,1294368,3200391,2696589,3166271,3174766,13532385,147.26,-15.74,17.42,0.27,5371057,7441182,0.38542227349290836
Northern,Keelung City,Museums,國立海洋科技博物館,101869,127409,145033,162862,160322,239666,207519,302549,251664,244892,150480,114459,116882,89728,90092,99150,150284,208583,281626,325676,176629,208708,134415,91624,104696,137866,98756,146660,87986,49851,48180,129227,138264,127854,101366,96139,70831,91523,141204,147667,91140,366587,444215,415714,249326,218409,218334,127494,215305,157943,162597,234303,200828,225501,283563,268080,202378,376739,180894,218042,2208724,1973397,1266845,2582444,2726173,10757583,-10.65,-35.8,103.85,5.57,4670099,5772240,0.2359994938008809
Eastern,Hualien County,Municipallevel and Countylevel Scenic Area,七星潭風景區,111339,125314,87087,87211,77972,87735,166690,111204,83177,86867,80902,80345,137816,63635,41441,43770,39465,65042,67902,65908,52120,61029,44925,48413,73201,90775,53161,36975,17762,0,5724,36446,50160,33071,22239,33394,30168,62843,43689,39734,28818,49894,46028,44954,44659,37039,30080,30525,84151,33419,34351,39824,30805,40350,40746,44060,27983,42252,30207,34116,1185843,731466,452908,488431,482264,3340912,-38.32,-38.08,7.84,-1.26,2171421,1109559,-0.4890170998622561
Southern,Kaohsiung City,Museums,國立科學工藝博物館,120874,134576,136778,173677,151420,198510,206476,246879,139872,290484,131846,127599,134354,123136,54449,27124,30115,142056,220525,271202,150397,257442,152065,123360,115538,137247,79632,171089,89760,12557,30861,51088,54983,106229,183317,137166,101717,150628,143472,125985,76701,76269,209894,238060,154756,262547,194042,141301,146453,140174,128913,169886,136741,168104,236640,255979,117703,215626,173300,136559,2058991,1686225,1169467,1875372,2026078,8816133,-18.1,-30.65,60.36,8.04,4248722,4383145,0.03163845504601148
Northern,Taoyuan City,Others,永安漁港,122081,156744,143002,166192,166190,129196,166352,170624,141354,206132,90554,101223,111137,95659,107993,101967,156025,138541,135067,145531,108852,163113,112800,63937,72382,137844,85107,92829,112077,86827,122619,153241,189106,226691,160045,166282,108975,144789,187483,192345,150605,199729,243644,211857,195172,217016,208978,136875,221651,163265,175681,249424,191417,232464,250371,195028,206174,224075,119409,163334,1759644,1440622,1605050,2197468,2392293,9395077,-18.13,11.41,36.91,8.87,3588428,5331885,0.48585536619377623
Southern,Chiayi City,Municipallevel and Countylevel Scenic Area,蘭潭,123788,126802,102468,106432,106839,104567,115963,117100,125230,125300,134489,155941,105220,88762,70911,66874,81259,115690,120042,117955,163129,121011,124108,148101,106109,125710,103500,113754,81259,18123,17958,77431,112314,133211,135174,185371,143537,133147,118875,76541,57431,99345,112335,131185,113427,134337,142338,177432,154331,141168,128445,131011,129437,131555,131243,133502,99672,140213,143226,145412,1444919,1323062,1209914,1439930,1609215,7027040,-8.43,-8.55,19.01,11.76,3217054,3615215,0.12376571857357695
Central,Changhua County,Others,田尾公路花園,125360,574182,124050,135750,68440,47400,42690,44295,54210,124400,146980,122600,416409,153940,120426,69960,47996,44076,60028,65618,70757,82538,73885,80589,90648,102886,60770,45756,23155,0,1806,31603,29254,64300,158500,155300,87200,231800,74500,68100,36400,33800,25100,24500,30550,65100,64400,94000,225000,80400,88300,82500,68700,60100,59800,58300,61200,70100,71500,79300,1610357,1286222,763978,835450,1005200,5501207,-20.13,-40.6,9.36,20.32,3196639,2248004,-0.29676012837233107
Central,Taichung City,Others,臺中國家歌劇院,127161,75257,114724,122280,127119,145859,132434,144835,98128,130711,127593,121419,106129,82834,42084,26631,41707,56324,89589,80947,113214,158458,106662,92923,70761,58994,72877,84679,39116,0,3508,33553,48770,91325,89105,139902,55928,72096,78965,53743,29690,50020,72639,82874,72160,123467,90390,160955,83337,95926,66171,80488,61018,57006,59732,68613,45281,49588,51670,100746,1467520,997502,732590,942927,819576,4960115,-32.03,-26.56,28.71,-13.08,2752333,2131605,-0.22552794302142945
Northern,Taipei City,Others,國民革命忠烈祠,127997,128800,156837,137043,134097,117954,130217,138062,109130,150100,155533,152725,87082,57070,1905,1193,1520,2580,2428,2493,918,2773,2014,4380,2636,1592,2025,1757,896,0,43,765,779,1836,1637,3502,1500,2015,1399,1779,1482,1300,1712,1959,2243,2177,2273,2620,2739,12748,19952,36201,38870,29443,31716,39452,38625,48870,65454,72727,1638495,166356,17468,22459,436797,2281575,-89.85,-89.5,28.57,1844.86,1812861,467010,-0.7423906190270517
Southern,Tainan City,Tourist Areas,安平小鎮,132031,171807,123156,123222,117412,120506,93617,91977,82447,111833,119259,132620,151244,94254,49980,37969,32360,74305,103256,102196,68109,115850,96150,92472,109015,141585,85002,95572,30415,0,6139,35203,42038,69133,87731,102160,76795,55078,69073,53351,20592,31894,37213,76707,61697,77948,99618,99366,563843,443232,367925,433842,316722,329990,320643,334812,266464,348536,346163,369271,1419887,1018145,803993,759332,4441443,8442800,-28.29,-21.03,-5.55,484.91,2869206,5501837,0.917546875337637
Northern,Taoyuan City,Others,竹圍漁港,137471,168499,151612,156230,156730,154470,201233,205689,165341,182794,188567,113405,159655,112853,132858,140384,203261,166295,173393,202153,158470,251650,191889,116859,121534,228964,138385,132974,107455,103668,154361,191253,212197,271668,218790,170299,134857,145420,168699,170157,144438,205490,227497,204288,202015,249426,234564,151569,261416,174741,177718,255210,210146,245460,263414,210379,221964,257676,219277,183255,1982041,2009720,2051548,2238420,2680656,10962385,1.4,2.08,9.11,19.76,4613618,5792030,0.2554203664022466
Northern,Taipei City,Others,士林官邸公園,139202,525045,256043,381400,166076,108956,90077,94659,60445,112863,468831,411415,146491,404081,58466,40687,32224,23615,26305,33413,26896,76343,350827,378892,101987,407032,352623,110612,29471,9553,11801,19613,15698,30449,193675,282279,72236,312150,129800,47100,25831,32269,28581,25503,34569,63339,252707,207083,59497,285034,144350,88389,74474,52744,23613,38917,38243,71758,311826,517551,2815012,1598240,1564793,1231168,1706396,8915609,-43.22,-2.09,-21.32,38.6,5385506,3459665,-0.357597039164008
Central,Taichung City,Temples,大甲鎮瀾宮,140500,71500,72000,118000,69500,60000,71500,52000,74500,62000,67400,65000,114050,63500,61500,58000,51000,78000,68000,61500,66500,53000,63500,73500,52500,103500,92500,80500,39500,0,23000,39500,50500,55150,56700,54500,122621,184447,133103,163205,82027,81486,114311,96769,89779,102350,93177,99696,211013,146682,118765,188500,130650,99821,97565,89978,88905,108183,128183,140905,923900,812050,647850,1362971,1549150,5295921,-12.11,-20.22,110.38,13.66,2064950,3128971,0.5152768832175113
Southern,Kaohsiung City,Others,澄清湖,140799,142710,122933,125806,122674,101891,84352,72536,92078,115889,94106,108713,108884,113096,140869,144603,111964,101006,94532,88237,123055,125761,96238,105703,107707,129576,124898,119024,67936,21,37365,69543,105412,118754,117817,140259,118398,147774,140072,143938,116141,116893,128089,117224,136328,147637,141644,140406,167972,144816,153412,171801,136486,126123,116049,116454,125737,122047,146992,147682,1324487,1353948,1138312,1594544,1675571,7086862,2.22,-15.93,40.08,5.08,3159640,3752357,0.187590041903508
Northern,Taipei City,Others,台北植物園,148896,125984,156751,177363,168468,137033,107641,97306,95753,122683,115965,138274,130363,135018,159933,152294,160533,147778,146182,134552,141413,149577,152387,119984,142986,132955,177340,171243,74947,0,16143,38825,49698,71915,101827,108441,94219,62728,131244,106795,86349,89342,105690,99261,98973,100898,78457,62846,103693,103693,148880,136701,138935,114345,102522,96647,117179,133331,140064,127644,1592117,1730014,1086320,1116802,1463634,6988887,8.66,-37.21,2.81,31.06,3946655,2912317,-0.2620796598638594
Northern,Taoyuan City,Municipallevel and Countylevel Scenic Area,虎頭山風景特定區,151580,154200,155340,178810,173420,151104,169260,163600,120140,154111,175280,213167,240556,239018,287843,263424,283542,268767,305962,272826,126036,354934,344228,216779,265816,265065,280896,326064,181982,133065,163917,183735,211755,241136,249381,259029,223554,218589,290109,272078,204743,263359,342578,304404,279312,296538,364557,253169,380287,340069,343074,365012,310832,322992,389714,322772,327367,345205,339463,323090,1960012,3203915,2761841,3312990,4109877,15348635,63.46,-13.8,19.96,24.05,6301768,8384168,0.33044694758677245
Northern,New Taipei City,Museums,新北市立黃金博物館,151621,144291,160572,181059,150449,156185,174034,188849,140415,193432,167976,163568,154455,82279,31771,0,46264,95832,111883,126276,82825,118057,86170,55604,80393,78071,70152,86724,30020,0,2526,11877,13690,25420,58962,57097,38686,44527,60751,48771,30124,49325,91977,101847,70596,61875,73137,62544,82398,94255,84278,109872,86767,93256,96201,70154,53868,67301,75622,70582,1972451,991416,514932,734160,984554,5197513,-49.74,-48.06,42.57,34.11,3279207,1873883,-0.4285560502889876
Southern,Tainan City,National Scenic Areas,關子嶺溫泉區,153800,198813,107315,57423,80702,70017,73015,73758,80926,71574,69134,143896,180682,64485,56659,79367,64957,70482,60057,69435,71232,88557,82102,76617,110025,152563,128216,126161,69861,14804,25180,28236,76296,101960,102529,133041,126061,140292,127631,182513,165388,162300,158082,142314,167675,183042,149105,84027,132089,101460,81246,88341,74173,66217,69622,60705,73210,95124,87893,104229,1180373,964632,1068872,1788430,1034309,6036616,-18.28,10.81,67.32,-42.17,2661970,3236565,0.21585329661866964
Central,Taichung City,Others,梧棲觀光漁港,159115,166260,138806,133209,130285,147920,133252,170540,199525,200436,172763,155038,188381,134430,99162,100374,133429,128273,120114,141905,123804,163125,124598,88094,109962,129606,101612,114637,63406,47503,96656,111906,130745,153099,115152,98287,109087,107523,93582,92470,85677,103234,121744,111860,128673,135051,111093,97505,145418,97299,103720,134700,108181,111302,110480,40262,113702,127585,107669,105225,1907149,1545689,1272571,1297499,1305543,7328451,-18.95,-17.67,1.96,0.62,3908655,3100325,-0.20680515420266052
Central,Taichung City,Others,大坑登山步道,171649,173399,165855,173328,196896,255530,484797,278966,248767,240085,200875,306805,203146,206118,216443,245784,211607,256295,265182,422576,322315,346696,301449,306819,203864,230206,209140,216955,99284,0,8799,24919,56917,72278,61518,64913,184165,205477,181771,199888,128866,119446,127563,143336,150060,151749,225905,229405,210827,200569,184294,272371,248545,218765,224595,219904,253927,362131,405395,455885,2896952,3304430,1248793,2047631,3257208,12755014,14.07,-62.21,63.97,59.07,7061547,5560465,-0.21257126802384804
Northern,Taipei City,Museums,國立臺灣科學教育館,174599,170695,220887,173365,159213,249763,561883,413667,212570,187712,224782,251625,234135,119748,11962,4867,96,3300,110512,258390,134732,116873,38363,49367,121528,171623,104862,113748,65807,22520,40689,32977,45210,101304,153282,184900,161689,184150,229376,122133,78862,101808,153264,273045,114914,107111,177356,174796,199775,223609,97228,180828,102127,169510,410574,368104,142401,174028,257715,141638,3000761,1082345,1158450,1878504,2467537,9587597,-63.93,7.03,62.16,31.36,4594867,4830737,0.05133336829988768
Northern,Taipei City,Others,臺北市立兒童新樂園,179866,203017,157292,209965,113278,141815,205950,226728,102294,183178,151861,177170,179279,129155,41216,38305,68711,146954,202612,220331,75443,160552,113242,83933,113812,157701,104157,156444,39592,0,0,42933,36838,70285,86657,102330,64911,105323,102509,62184,21089,57707,173043,212998,72424,144611,125396,124447,235364,190689,122575,209907,111142,132822,207548,219898,106843,149349,119951,175030,2052414,1459733,910749,1266642,1981118,7670656,-28.88,-37.61,39.08,56.41,4044261,3543870,-0.12372866142912141
Central,Taichung City,National Scenic Areas,谷關遊憩區,182452,181320,163395,98030,101077,123163,138973,111915,158911,190710,202595,220254,196377,164224,68366,90425,90680,138851,170095,181075,163623,237382,212815,224367,232402,195232,163278,153998,58227,12552,31028,67673,117950,183805,228244,256392,212104,254281,172468,144338,59604,59604,142975,185000,180094,190318,174192,225281,236273,206494,149224,182609,123940,145530,123164,114802,122744,174306,176662,185712,1872795,1938280,1700781,2000259,1941460,9453575,3.5,-12.25,17.61,-2.94,4555985,4728110,0.037779975131612596
Northern,New Taipei City,Municipallevel and Countylevel Scenic Area,烏來風景特定區,182500,310000,199000,215000,142400,158600,163500,153000,148000,189000,143500,143200,183000,170000,60000,65000,72000,99000,101500,113000,115000,125000,122000,91000,110000,192000,90000,108000,48000,1860,16300,33000,94000,105000,95000,96000,122000,195000,105000,90000,60000,90000,115200,136000,112000,108000,96000,99000,140000,200000,198300,204024,199955,205334,210034,142950,139585,148787,131726,112833,2147700,1316500,989160,1328200,2033528,7815088,-38.7,-24.86,34.28,53.1,3964200,3751728,-0.05359769940971697
Northern,Taipei City,Others,台北101景觀台,183584,185776,217634,212639,203126,174405,196803,215234,123578,208122,226653,240628,163152,45053,10742,3344,10627,55186,74958,87856,68607,37771,24147,41976,28887,23610,22450,31121,5946,0,0,0,0,10576,16548,24179,13255,12919,12338,10068,4110,13261,29095,41067,24399,30379,39252,65515,82197,81372,83680,108010,91080,96577,120250,120480,100538,121428,136579,147559,2388182,623419,163317,295658,1289750,4760326,-73.9,-73.8,81.03,336.23,3117669,1636711,-0.47502092107917804
Southern,Kaohsiung City,Others,高雄市文化中心,184548,216490,173152,162016,157942,120171,111498,97306,122821,173865,160203,137333,154384,122074,118029,106329,82754,93931,113654,93936,94322,116643,128463,109651,115855,99148,97788,109598,61431,0,9641,47303,67563,99479,95195,82649,94277,153353,202502,169631,138974,148690,165156,174616,169528,146716,155731,170494,154206,160844,167470,156721,155862,142456,139685,140169,171192,159682,156270,158865,1817345,1334170,885650,1889668,1863422,7790255,-26.59,-33.62,113.37,-1.39,3573904,4097976,0.14663852190769533
Central,Taichung City,Others,臺中公園,188011,215797,227799,247448,259934,276990,244719,197576,198277,235438,273414,298774,259447,204071,192975,268480,219895,206748,200526,212485,201069,231933,194394,256654,162927,372098,423608,203753,146983,84641,143561,138102,164929,191057,176812,119610,154144,143349,158433,135050,107029,107574,146394,153951,143714,147118,140028,145567,157229,157564,158798,160826,191201,191099,194743,204635,214094,206697,257002,285784,2864177,2648677,2328081,1682351,2379672,11902958,-7.52,-12.1,-27.74,41.45,6675240,4714431,-0.29374359573588366
Central,Taichung City,Museums,國立自然科學博物館,194702,200349,225758,225755,196237,230037,350911,312565,183641,199133,162462,168552,183464,111952,58370,54083,105805,216939,311543,381018,168996,254517,243578,172235,191959,187161,145688,192249,72246,0,14155,83982,92984,155223,222899,207570,177202,182820,184470,113725,57562,111171,327499,310051,190109,226250,207733,211216,245635,213250,147327,249112,163065,210366,325236,311576,177365,230981,241366,223069,2650102,2262500,1566116,2299808,2738348,11516874,-14.63,-30.78,46.85,19.07,5629659,5716832,0.01548459684680724
Northern,New Taipei City,National Scenic Areas,野柳地質公園,199161,214635,262258,273391,257368,215716,214583,208912,150507,232010,234254,217275,201897,51323,24866,22313,31469,39778,41086,48400,35251,70032,51687,24565,28293,42984,28053,48289,19068,0,1307,22668,24422,34677,37449,31489,17443,21712,28577,46762,13861,23215,38105,40949,29693,36878,46510,51638,74246,85757,99978,141036,113009,101923,93452,98941,98404,146366,146782,155824,2680070,642667,318699,395343,1355718,5392497,-76.02,-50.41,24.05,242.92,3470356,1879098,-0.4585287503645159
Central,Miaoli County,Others,大湖草莓文化館,200967,369530,167688,75537,18889,15690,16943,18276,18317,21188,25989,80804,143894,349952,104571,83656,45640,46287,46158,64194,44918,48213,63944,212252,282597,374684,44293,8068,2871,17,245,1867,2790,5106,10473,25574,27370,29391,12771,6105,2606,2805,4251,4432,3913,6137,9323,25348,35218,23990,11216,8895,5419,4785,3298,4022,3439,31164,31135,101805,1029818,1253679,758585,134452,264386,3440920,21.74,-39.49,-82.28,96.64,2993139,442781,-0.8520680128787871
Southern,Tainan City,Temples,麻豆代天府,204658,568118,465681,397055,449996,395466,375693,281770,300554,255480,228100,217298,523590,104050,12480,10608,26520,39780,79560,140885,225415,242706,145984,130379,78227,380479,285359,297792,0,0,0,0,5500,25312,37968,60205,62043,203500,199750,148896,59558,79560,143208,214812,225556,242706,266976,195568,649600,418523,376670,357349,303750,316373,300554,270498,284735,292725,204900,195568,4139869,1681957,1170842,2042133,3971245,13006046,-59.37,-30.39,74.42,94.47,6863683,6142363,-0.10509226606182133
Northern,New Taipei City,Municipallevel and Countylevel Scenic Area,碧潭風景特定區,208500,229000,239500,242000,127000,168900,143000,110000,117200,205000,167000,234100,209000,162000,85000,90000,66000,107000,103000,80000,104000,139000,128000,113000,90000,143000,175000,201000,95000,6900,21000,45000,76000,78000,75000,86000,150000,210000,206000,178890,234000,204000,244800,274000,125000,115000,100000,96000,138000,195500,208550,260065,240500,209050,249909,275474,244477,143678,124800,106671,2191200,1386000,1091900,2137690,2396674,9203464,-36.75,-21.22,95.78,12.12,4186200,4849364,0.15841670249868617
Northern,Hsinchu City,Others,新竹漁港,234473,236518,143985,291040,335523,357741,259493,377264,395835,385081,411435,341218,479471,372720,364945,451120,493943,430908,418991,457274,391052,490615,378543,296357,473319,448578,533721,434390,323991,307557,434118,282740,274224,269061,207825,136424,157671,165439,177777,188819,167380,190631,220244,177777,256438,240728,232702,167056,260716,175122,187129,270167,218298,239908,221269,221845,283826,253456,181813,183567,3769606,5025939,4125948,2342662,2697116,17961271,33.33,-17.91,-43.22,15.13,10685553,5927312,-0.4452966542770412
Northern,New Taipei City,Others,三峽老街,240000,299000,172000,156000,139000,116000,123000,146000,136000,151000,173000,172000,300000,182000,84000,63000,71000,95000,127000,144000,150000,146000,128000,131000,230000,200000,200000,73000,29000,500,1400,2400,42000,54000,55000,40000,59500,105600,68700,32600,28900,34000,100000,50400,37657,53900,74000,52700,142936,105000,86724,98535,71896,53400,59495,78927,58700,89400,72182,71565,2023000,1621000,927300,697957,988760,6258017,-19.87,-42.79,-24.73,41.66,4347000,1877717,-0.5680430181734529
Central,Nantou County,National Scenic Areas,日月潭環潭區,240123,631903,563969,464819,359117,281654,402630,356557,315466,368067,458879,323656,279692,486382,172103,65845,73300,236161,549567,641176,238516,252805,283130,195726,132709,566576,473810,223321,65533,0,18615,93487,71826,162146,272386,313599,190230,558367,384485,177944,42308,48188,340158,553141,224567,303441,311114,218944,353344,550134,377220,282251,157843,200897,214742,197200,240921,203172,290600,259331,4766840,3474403,2394008,3352887,3327655,17315793,-27.11,-31.1,40.05,-0.75,9637659,7500499,-0.2217509459506712
Northern,New Taipei City,Others,十分瀑布,244000,327000,245000,242000,187700,214600,233000,222500,224500,235000,226000,200000,244500,166500,73500,60000,92000,123800,124000,126000,126500,125000,119000,80000,88000,145000,89000,95600,41000,0,19800,27000,75000,67000,73000,70000,70000,140000,95000,102000,95500,115000,155250,186300,145000,127000,103000,98000,98600,140500,107031,128760,119265,124230,156125,188240,173724,131887,122168,104257,2801300,1460800,790400,1432050,1594787,8079337,-47.85,-45.89,81.18,11.36,4679700,3311837,-0.2922971558005855
Northern,Taipei City,Others,臺北市立動物園,244659,362155,298585,321794,216501,151763,294727,306063,201374,382891,345189,308949,292747,223683,129839,109072,134707,135606,185815,233016,150249,297361,239111,174917,218062,292531,202395,262885,74900,0,0,90490,78107,143080,203732,206571,139117,181925,208918,131425,70134,69530,178160,176746,134202,166228,255469,198490,359202,296503,257003,348355,194447,137238,206118,220185,159179,269414,253494,333739,3434650,2306123,1772753,1910344,3034877,12458747,-32.86,-23.13,7.76,58.87,6716646,5576711,-0.16971789193594541
Northern,New Taipei City,Others,淡水漁人碼頭,248687,248687,298332,301004,291418,283490,289828,309571,262282,302831,294193,295381,313945,206618,129651,78573,170552,123819,191622,191623,173902,173902,192862,139129,136954,178414,144812,161227,101610,60416,67326,95513,100929,165001,123142,136970,94946,102044,115627,114439,97126,123886,132975,128162,146359,127811,130026,117195,143781,122917,124653,143669,127785,140142,147329,140804,132238,144154,157103,144458,3425704,2086198,1472314,1430596,1669033,10083845,-39.1,-29.43,-2.83,16.67,6133309,3625671,-0.4088556438294565
Eastern,Hualien County,National Parks,臺八線沿線景觀區,254761,393364,273656,286547,254628,305073,425932,312656,284380,382088,307581,275094,292375,318014,183311,176449,193196,301021,388840,383170,260313,279451,239928,185834,184221,260498,176826,259986,162439,22824,68445,119819,164020,153988,172949,159416,87037,172853,129785,190716,104143,153018,265660,269218,158625,121090,149661,157056,178534,167636,150321,220735,170560,190071,200478,105816,115196,173410,169269,205430,3755760,3201902,1905431,1958862,2047456,12869411,-14.75,-40.49,2.8,4.52,7839193,4656691,-0.4059731658603124
Northern,New Taipei City,Others,淡水金色水岸,260000,434000,383000,393000,347000,431000,431000,429000,347000,438000,399000,345000,377000,388000,362400,301000,368000,416850,355000,436320,365040,543900,467720,403920,522720,484420,484420,509760,244100,4800,4900,10200,325080,352510,350580,334880,378240,373340,377580,388380,21300,190500,235500,216000,150500,306000,384000,361960,511160,385220,399680,416040,366780,392200,485500,188634,201889,341000,354000,318600,4637000,4785150,3628370,3383300,4360703,20794523,3.19,-24.17,-6.75,28.89,11423470,9107053,-0.20277700208430538
Central,Yunlin County,Temples,北港朝天宮,306700,3156000,243600,437500,178600,197200,187200,213400,224300,231000,218000,217600,3356000,802750,103900,124000,324000,297500,540000,566500,320000,560000,230000,214500,502000,1967100,754000,2500000,350000,0,2000,126000,135000,68000,178600,196000,313900,1443000,583500,344000,268000,184600,89400,176300,92150,203000,263500,367000,2114300,1700000,789000,978000,317000,308500,194000,213000,198000,232000,386000,376100,5811100,7439150,6778700,4328350,7805900,32163200,28.02,-8.88,-36.15,80.34,18973350,12711850,-0.33001552177132665
